ID,Experience/Team_Size,Technical_Skills,Programming_Languages,Role,Project_Description,Availability/Project_Duration,Communication_Tools,Work_Preference,Certifications,Languages,Industry
TL04641,2,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Open Source Contribution,Part-Time,Slack,Agile,PMP,English,Healthcare
TL04643,14,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Data Science - Frontend Developer,Open Source Contribution,Part-Time,Microsoft Teams,Waterfall,AWS Certified,English,Finance
TL04647,10,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Web Development - Web Development - Data Engineer,Cloud infrastructure,Mid-Term,Zoom,Waterfall,PMP,English,Healthcare
TL04648,6,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,E-commerce platform,Short-Term,Microsoft Teams,Waterfall,AWS Certified,English,Technology
TL04652,8,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Cloud infrastructure,Full-Time,Microsoft Teams,Agile,PMP,Korean,Technology
TL04655,4,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,E-commerce platform,Long-Term,Microsoft Teams,Waterfall,AWS Certified,English,Finance
TL04656,3,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",DevOps - Frontend Developer,Company Project,Freelancer,Zoom,Agile,PMP,English,Healthcare
TL04659,14,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",Web Development - DevOps Engineer,Open Source Contribution,Part-Time,Zoom,Agile,,English,Education
TL04666,10,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,Open Source Contribution,Part-Time,Microsoft Teams,Waterfall,AWS Certified,English,Healthcare
TL04667,1,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Data Science - Frontend Developer,E-commerce platform,Part-Time,Microsoft Teams,Waterfall,PMP,English,Finance
TL04672,12,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development - Web Development - Data Engineer,Company Project,Full-Time,Microsoft Teams,Waterfall,,Korean,Education
TL04673,12,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Cloud infrastructure,Short-Term,Slack,Agile,PMP,English,Education
TL04675,10,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",DevOps - Frontend Developer,Cloud infrastructure,Part-Time,Microsoft Teams,Agile,AWS Certified,Korean,Healthcare
TL04680,9,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Open Source Contribution,Full-Time,Microsoft Teams,Agile,AWS Certified,English,Finance
TL04683,11,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development - Web Development - Data Engineer,Mobile app,Long-Term,Microsoft Teams,Waterfall,,English,Healthcare
TL04688,3,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Company Project,Full-Time,Slack,Agile,PMP,English,Finance
TL04700,8,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Mobile app,Freelancer,Microsoft Teams,Waterfall,PMP,English,Technology
TL04705,13,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Mobile app,Long-Term,Microsoft Teams,Agile,PMP,English,Education
TL04707,7,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Open Source Contribution,Part-Time,Microsoft Teams,Agile,AWS Certified,English,Finance
TL04710,6,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,Cloud infrastructure,Mid-Term,Slack,Waterfall,PMP,English,Finance
TL04711,3,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Open Source Contribution,Part-Time,Microsoft Teams,Agile,AWS Certified,English,Healthcare
TL04712,7,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,Mobile app,Freelancer,Zoom,Waterfall,AWS Certified,Korean,Healthcare
TL04715,4,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development - Web Development - Data Engineer,Company Project,Part-Time,Slack,Agile,AWS Certified,English,Healthcare
TL04717,9,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,E-commerce platform,Short-Term,Zoom,Agile,AWS Certified,Korean,Education
TL04719,12,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,Cloud infrastructure,Full-Time,Microsoft Teams,Waterfall,PMP,English,Healthcare
TL04720,8,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,E-commerce platform,Part-Time,Slack,Waterfall,,English,Finance
TL04721,12,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",DevOps - Frontend Developer,Open Source Contribution,Freelancer,Microsoft Teams,Waterfall,AWS Certified,English,Finance
TL04724,14,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Cloud infrastructure,Short-Term,Microsoft Teams,Agile,AWS Certified,English,Finance
TL04727,5,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development - Web Development - Data Engineer,Company Project,Long-Term,Microsoft Teams,Waterfall,PMP,English,Healthcare
TL04734,1,"Java, Spring, Node.js, MySQL","Java, MySQL",Data Science - Backend Developer,Company Project,Freelancer,Slack,Waterfall,,English,Education
TL04735,1,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,E-commerce platform,Freelancer,Microsoft Teams,Agile,AWS Certified,English,Finance
TL04737,7,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Cloud infrastructure,Part-Time,Microsoft Teams,Waterfall,,Korean,Healthcare
TL04740,15,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,E-commerce platform,Full-Time,Microsoft Teams,Agile,PMP,Korean,Technology
TL04744,15,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Mobile app,Freelancer,Slack,Agile,AWS Certified,Korean,Healthcare
TL04745,4,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Open Source Contribution,Mid-Term,Zoom,Waterfall,,English,Education
TL04746,7,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Cloud infrastructure,Freelancer,Microsoft Teams,Waterfall,,English,Healthcare
TL04750,14,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Company Project,Part-Time,Microsoft Teams,Agile,,Korean,Education
TL04762,9,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,E-commerce platform,Long-Term,Slack,Waterfall,AWS Certified,English,Finance
TL04763,5,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Open Source Contribution,Full-Time,Zoom,Waterfall,AWS Certified,English,Finance
TL04765,3,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development - Web Development - Data Engineer,Cloud infrastructure,Mid-Term,Microsoft Teams,Agile,,English,Education
TL04771,9,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Cloud infrastructure,Long-Term,Slack,Waterfall,AWS Certified,Korean,Healthcare
TL04776,12,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development - Web Development - Data Engineer,Mobile app,Full-Time,Slack,Agile,PMP,English,Finance
TL04777,11,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Company Project,Full-Time,Zoom,Waterfall,,English,Finance
TL04781,3,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Company Project,Part-Time,Slack,Agile,PMP,English,Technology
TL04784,2,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Open Source Contribution,Freelancer,Slack,Agile,,Korean,Education
TL04786,8,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Company Project,Short-Term,Zoom,Agile,,English,Finance
TL04793,10,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development - Web Development - Data Engineer,Open Source Contribution,Short-Term,Zoom,Waterfall,PMP,English,Finance
TL04794,5,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",DevOps - Frontend Developer,Company Project,Full-Time,Microsoft Teams,Waterfall,AWS Certified,English,Healthcare
TL04796,11,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Open Source Contribution,Part-Time,Microsoft Teams,Waterfall,,Korean,Education
TL04800,7,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,Company Project,Freelancer,Microsoft Teams,Agile,PMP,English,Education
TL04802,14,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",DevOps - Frontend Developer,Cloud infrastructure,Freelancer,Slack,Agile,,English,Healthcare
TL04804,13,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Cloud infrastructure,Mid-Term,Microsoft Teams,Agile,PMP,English,Technology
TL04805,2,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,Cloud infrastructure,Part-Time,Zoom,Waterfall,AWS Certified,English,Finance
TL04808,1,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,Company Project,Short-Term,Zoom,Agile,,Korean,Education
TL04821,3,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Cloud infrastructure,Mid-Term,Microsoft Teams,Waterfall,,English,Finance
TL04831,4,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Company Project,Full-Time,Zoom,Agile,AWS Certified,English,Technology
TL04833,4,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Data Science - Frontend Developer,E-commerce platform,Full-Time,Microsoft Teams,Waterfall,PMP,English,Finance
TL04836,5,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Cloud infrastructure,Part-Time,Slack,Agile,AWS Certified,English,Healthcare
TL04837,8,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development - Web Development - Data Engineer,Open Source Contribution,Part-Time,Slack,Agile,,English,Healthcare
TL04838,13,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Cloud infrastructure,Full-Time,Microsoft Teams,Waterfall,,Korean,Finance
TL04840,13,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Mobile app,Short-Term,Zoom,Waterfall,PMP,English,Healthcare
TL04842,9,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Cloud infrastructure,Full-Time,Slack,Agile,PMP,English,Technology
TL04843,9,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Company Project,Part-Time,Zoom,Waterfall,,Korean,Education
TL04844,4,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Open Source Contribution,Long-Term,Microsoft Teams,Waterfall,,English,Technology
TL04845,11,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Cloud infrastructure,Full-Time,Microsoft Teams,Waterfall,PMP,English,Finance
TL04852,2,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,Cloud infrastructure,Part-Time,Slack,Waterfall,PMP,Korean,Finance
TL04856,8,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Cloud infrastructure,Freelancer,Slack,Agile,,English,Healthcare
TL04857,2,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",DevOps - Frontend Developer,E-commerce platform,Short-Term,Slack,Agile,,Korean,Technology
TL04863,1,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Cloud infrastructure,Full-Time,Microsoft Teams,Waterfall,AWS Certified,English,Healthcare
TL04864,12,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development - Web Development - Data Engineer,Company Project,Long-Term,Slack,Agile,AWS Certified,English,Finance
TL04865,2,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Company Project,Long-Term,Zoom,Agile,AWS Certified,Korean,Technology
TL04866,10,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,E-commerce platform,Freelancer,Microsoft Teams,Waterfall,,Korean,Healthcare
TL04867,1,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development - Web Development - Data Engineer,Cloud infrastructure,Full-Time,Slack,Agile,,English,Technology
TL04869,1,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development - Web Development - Data Engineer,Cloud infrastructure,Part-Time,Slack,Waterfall,PMP,Korean,Education
TL04870,7,"Java, Spring, Node.js, MySQL","Java, MySQL",Web Development - Backend Developer,E-commerce platform,Mid-Term,Zoom,Agile,PMP,English,Finance
TL04871,2,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,E-commerce platform,Freelancer,Slack,Waterfall,AWS Certified,English,Technology
TL04873,12,"Java, Spring, Node.js, MySQL","Java, MySQL",Data Science - Backend Developer,E-commerce platform,Full-Time,Microsoft Teams,Agile,,English,Healthcare
TL04874,6,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Company Project,Full-Time,Zoom,Waterfall,AWS Certified,English,Healthcare
TL04875,6,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Mobile app,Freelancer,Slack,Agile,AWS Certified,English,Finance
TL04876,7,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Mobile app,Full-Time,Microsoft Teams,Agile,,English,Healthcare
TL04878,3,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,Mobile app,Short-Term,Slack,Waterfall,PMP,English,Finance
TL04882,3,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,Company Project,Mid-Term,Microsoft Teams,Agile,AWS Certified,English,Healthcare
TL04886,9,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,Cloud infrastructure,Full-Time,Microsoft Teams,Agile,AWS Certified,English,Finance
TL04889,14,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Mobile app,Long-Term,Slack,Agile,AWS Certified,English,Healthcare
TL04892,3,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Mobile app,Part-Time,Slack,Waterfall,AWS Certified,English,Healthcare
TL04897,14,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Mobile app,Full-Time,Microsoft Teams,Waterfall,,Korean,Finance
TL04905,12,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,Company Project,Freelancer,Slack,Waterfall,,English,Technology
TL04910,12,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development - Web Development - Data Engineer,Mobile app,Full-Time,Microsoft Teams,Waterfall,PMP,English,Healthcare
TL04911,6,"Java, Spring, Node.js, MySQL","Java, MySQL",Data Science - Backend Developer,Mobile app,Mid-Term,Zoom,Waterfall,,English,Finance
TL04913,3,"Java, Spring, Node.js, MySQL","Java, MySQL",Data Science - Backend Developer,Cloud infrastructure,Freelancer,Zoom,Waterfall,,English,Healthcare
TL04915,12,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development - Web Development - Data Engineer,Company Project,Full-Time,Microsoft Teams,Agile,,English,Finance
TL04918,8,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Cloud infrastructure,Part-Time,Slack,Agile,PMP,English,Education
TL04920,8,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Mobile app,Part-Time,Slack,Waterfall,PMP,English,Education
TL04921,7,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Data Science - Frontend Developer,Cloud infrastructure,Full-Time,Zoom,Waterfall,PMP,English,Technology
TL04924,7,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,E-commerce platform,Part-Time,Zoom,Waterfall,,Korean,Technology
TL04926,3,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Company Project,Short-Term,Microsoft Teams,Waterfall,AWS Certified,English,Finance
TL04931,3,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Web Development - Web Development - Data Engineer,Cloud infrastructure,Long-Term,Zoom,Waterfall,AWS Certified,English,Healthcare
TL04936,11,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,E-commerce platform,Short-Term,Slack,Waterfall,AWS Certified,English,Technology
TL04938,15,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,Mobile app,Mid-Term,Microsoft Teams,Waterfall,PMP,English,Technology
TL04946,15,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Open Source Contribution,Mid-Term,Zoom,Agile,,English,Education
TL04953,3,"Java, Spring, Node.js, MySQL","Java, MySQL",Web Development - Backend Developer,Cloud infrastructure,Mid-Term,Slack,Waterfall,AWS Certified,English,Finance
TL04955,7,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Mobile app,Part-Time,Slack,Waterfall,AWS Certified,English,Technology
TL04958,6,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Web Development - Web Development - Data Engineer,E-commerce platform,Long-Term,Zoom,Agile,AWS Certified,English,Finance
TL04959,8,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Open Source Contribution,Part-Time,Microsoft Teams,Waterfall,AWS Certified,English,Finance
TL04961,6,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,Mobile app,Full-Time,Zoom,Waterfall,PMP,English,Healthcare
TL04964,15,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development - Web Development - Data Engineer,Cloud infrastructure,Part-Time,Microsoft Teams,Waterfall,AWS Certified,English,Technology
TL04976,4,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Open Source Contribution,Freelancer,Zoom,Waterfall,PMP,Korean,Technology
TL04980,7,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Data Science - Frontend Developer,Company Project,Part-Time,Microsoft Teams,Waterfall,AWS Certified,English,Healthcare
TL04981,6,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Data Science - Frontend Developer,Cloud infrastructure,Full-Time,Slack,Waterfall,AWS Certified,Korean,Finance
TL04982,14,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,Open Source Contribution,Short-Term,Zoom,Agile,,Korean,Healthcare
TL04988,10,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",Web Development - DevOps Engineer,Mobile app,Short-Term,Slack,Waterfall,,English,Healthcare
TL04989,12,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development - Web Development - Data Engineer,Company Project,Short-Term,Zoom,Waterfall,PMP,Korean,Healthcare
TL04996,7,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Cloud infrastructure,Long-Term,Slack,Agile,PMP,Korean,Healthcare
TL05000,8,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development - Web Development - Data Engineer,Open Source Contribution,Part-Time,Zoom,Agile,,English,Finance
TL05001,2,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,E-commerce platform,Short-Term,Slack,Waterfall,AWS Certified,English,Finance
TL05002,9,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,E-commerce platform,Short-Term,Slack,Agile,AWS Certified,English,Education
TL05003,14,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,Mobile app,Freelancer,Microsoft Teams,Agile,AWS Certified,English,Healthcare
TL05005,8,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Company Project,Full-Time,Microsoft Teams,Waterfall,AWS Certified,English,Finance
TL05008,8,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development - Web Development - Data Engineer,Company Project,Short-Term,Zoom,Waterfall,PMP,English,Technology
TL05009,5,"Java, Spring, Node.js, MySQL","Java, MySQL",Data Science - Backend Developer,Mobile app,Part-Time,Microsoft Teams,Agile,AWS Certified,Korean,Healthcare
TL05012,4,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Company Project,Short-Term,Microsoft Teams,Agile,AWS Certified,English,Education
TL05014,6,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,E-commerce platform,Freelancer,Zoom,Waterfall,PMP,English,Healthcare
TL05016,1,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Data Science - Frontend Developer,Mobile app,Part-Time,Zoom,Agile,AWS Certified,English,Education
TL05017,8,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Mobile app,Part-Time,Microsoft Teams,Agile,PMP,English,Education
TL05018,9,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development - Web Development - Data Engineer,Cloud infrastructure,Short-Term,Slack,Waterfall,,English,Education
TL05019,8,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development - Web Development - Data Engineer,Mobile app,Freelancer,Microsoft Teams,Agile,PMP,English,Healthcare
TL05025,13,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Mobile app,Short-Term,Slack,Waterfall,PMP,English,Healthcare
TL05026,3,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,E-commerce platform,Full-Time,Zoom,Agile,PMP,Korean,Finance
TL05029,11,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",DevOps - Frontend Developer,Company Project,Freelancer,Slack,Waterfall,AWS Certified,English,Education
TL05036,5,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development - Web Development - Data Engineer,Mobile app,Part-Time,Slack,Agile,AWS Certified,English,Finance
TL05038,14,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development - Web Development - Data Engineer,Mobile app,Part-Time,Slack,Waterfall,PMP,English,Finance
TL05041,6,"Java, Spring, Node.js, MySQL","Java, MySQL",Web Development - Backend Developer,Cloud infrastructure,Long-Term,Slack,Waterfall,,Korean,Education
TL05042,10,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Company Project,Long-Term,Slack,Waterfall,,English,Education
TL05045,14,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Open Source Contribution,Mid-Term,Zoom,Agile,,English,Healthcare
TL05046,11,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Open Source Contribution,Mid-Term,Slack,Waterfall,AWS Certified,English,Healthcare
TL05050,13,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Company Project,Part-Time,Slack,Agile,AWS Certified,English,Education
TL05052,8,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Web Development - Web Development - Data Engineer,E-commerce platform,Part-Time,Microsoft Teams,Waterfall,AWS Certified,Korean,Healthcare
TL05054,10,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Open Source Contribution,Full-Time,Slack,Waterfall,,Korean,Healthcare
TL05056,14,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,Mobile app,Long-Term,Zoom,Waterfall,AWS Certified,English,Finance
TL05065,2,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Cloud infrastructure,Full-Time,Slack,Agile,,English,Finance
TL05072,7,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Mobile app,Mid-Term,Slack,Agile,AWS Certified,English,Healthcare
TL05077,15,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,E-commerce platform,Freelancer,Slack,Waterfall,AWS Certified,English,Education
TL05082,11,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",Web Development - DevOps Engineer,E-commerce platform,Part-Time,Microsoft Teams,Waterfall,PMP,Korean,Technology
TL05083,7,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Company Project,Long-Term,Zoom,Agile,AWS Certified,English,Finance
TL05084,10,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Web Development - Web Development - Data Engineer,E-commerce platform,Full-Time,Slack,Waterfall,,English,Healthcare
TL05085,10,"Java, Spring, Node.js, MySQL","Java, MySQL",Data Science - Backend Developer,Open Source Contribution,Mid-Term,Microsoft Teams,Waterfall,AWS Certified,English,Technology
TL05086,11,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Data Science - Frontend Developer,Open Source Contribution,Mid-Term,Slack,Waterfall,AWS Certified,Korean,Technology
TL05087,14,"Java, Spring, Node.js, MySQL","Java, MySQL",Data Science - Backend Developer,Open Source Contribution,Long-Term,Slack,Waterfall,AWS Certified,English,Finance
TL05088,4,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",DevOps - Frontend Developer,Cloud infrastructure,Full-Time,Zoom,Waterfall,PMP,Korean,Finance
TL05089,5,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,E-commerce platform,Full-Time,Zoom,Waterfall,AWS Certified,English,Healthcare
TL05090,2,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Mobile app,Freelancer,Slack,Waterfall,AWS Certified,English,Technology
TL05093,6,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development - Web Development - Data Engineer,E-commerce platform,Long-Term,Microsoft Teams,Waterfall,,English,Education
TL05095,5,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Cloud infrastructure,Part-Time,Microsoft Teams,Agile,PMP,Korean,Healthcare
TL05098,7,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Cloud infrastructure,Long-Term,Zoom,Agile,,English,Education
TL05099,6,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,E-commerce platform,Part-Time,Slack,Waterfall,,Korean,Finance
TL05100,14,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",DevOps - Frontend Developer,Mobile app,Part-Time,Slack,Agile,AWS Certified,English,Technology
TL05103,15,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,Cloud infrastructure,Short-Term,Zoom,Agile,PMP,English,Education
TL05111,1,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Company Project,Long-Term,Microsoft Teams,Waterfall,AWS Certified,English,Technology
TL05113,9,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",DevOps - Frontend Developer,E-commerce platform,Mid-Term,Zoom,Waterfall,AWS Certified,English,Healthcare
