ID,Experience/Team_Size,Technical_Skills,Programming_Languages,Field,Role,Project_Description,Availability/Project_Duration,Communication_Tools,Work_Preference,Certifications,Languages,Industry
TL07169,-3.9656693935843084,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Data Engineer,E-commerce platform,Mid-Term,Zoom,Waterfall,PMP,Chinese,Technology
TL07170,10.7409790331581,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Data Science,Data Scientist,Mobile app,Full-Time,Microsoft Teams,Agile,PMP,English,Finance
TL07171,11.07128086453334,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,DevOps,Mobile app,Mid-Term,Slack,Waterfall,None,English,Healthcare
TL07172,6.105498578339402,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Data Engineer,Company Project,Long-Term,Slack,Agile,PMP,Spanish,Healthcare
TL07173,20.051295666388086,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development,Backend Developer,Mobile app,Freelancer,Slack,Agile,AWS Certified,English,Finance
TL07174,14.919842565722544,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Data Science,Backend Developer,Open Source Contribution,Freelancer,Zoom,Agile,PMP,Korean,Healthcare
TL07175,-3.1525095299350205,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,DevOps,E-commerce platform,Part-Time,Zoom,Waterfall,AWS Certified,English,Education
TL07176,6.817867982043491,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Data Scientist,Open Source Contribution,Short-Term,Slack,Agile,None,Spanish,Education
TL07177,1.4514230464437237,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Data Scientist,E-commerce platform,Short-Term,Microsoft Teams,Agile,PMP,English,Education
TL07178,10.913908923896543,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Data Science,Data Engineer,E-commerce platform,Full-Time,Slack,Agile,PMP,Chinese,Education
TL07179,7.806247569245194,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",DevOps,Backend Developer,Company Project,Short-Term,Slack,Agile,PMP,Korean,Healthcare
TL07180,1.8478152297833503,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",DevOps,DevOps,Company Project,Full-Time,Zoom,Waterfall,PMP,Chinese,Education
TL07181,19.864681427705207,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Backend Developer,Open Source Contribution,Long-Term,Microsoft Teams,Waterfall,PMP,Chinese,Education
TL07182,8.421215173134039,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Data Scientist,Cloud infrastructure,Short-Term,Microsoft Teams,Waterfall,PMP,English,Technology
TL07183,5.111805433506286,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,Frontend Developer,Company Project,Freelancer,Microsoft Teams,Agile,AWS Certified,Spanish,Technology
TL07184,6.250504181116149,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Data Engineer,Open Source Contribution,Mid-Term,Slack,Waterfall,AWS Certified,Spanish,Healthcare
TL07185,19.33479383650658,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Web Development,Backend Developer,Cloud infrastructure,Part-Time,Zoom,Agile,AWS Certified,English,Finance
TL07186,14.38998098671936,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",DevOps,DevOps,Cloud infrastructure,Long-Term,Slack,Agile,AWS Certified,English,Education
TL07187,6.885135243560665,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Data Science,Backend Developer,Open Source Contribution,Full-Time,Slack,Agile,None,Chinese,Education
TL07188,1.0851066943924925,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",DevOps,Frontend Developer,Company Project,Short-Term,Zoom,Agile,PMP,Chinese,Healthcare
TL07189,2.1748388395471387,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Data Science,Data Scientist,E-commerce platform,Long-Term,Microsoft Teams,Waterfall,AWS Certified,English,Healthcare
TL07190,4.649732540843625,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Data Scientist,Open Source Contribution,Short-Term,Slack,Waterfall,None,Spanish,Healthcare
TL07191,11.565183967707553,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Data Scientist,E-commerce platform,Short-Term,Slack,Waterfall,AWS Certified,Spanish,Healthcare
TL07192,13.308300161639046,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Data Science,Data Engineer,E-commerce platform,Freelancer,Zoom,Waterfall,AWS Certified,Chinese,Healthcare
TL07193,2.9483309490594776,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Data Engineer,Cloud infrastructure,Full-Time,Slack,Agile,PMP,English,Finance
TL07194,13.617464167253956,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Web Development,Data Engineer,Cloud infrastructure,Long-Term,Slack,Agile,PMP,Spanish,Healthcare
TL07195,1.6686041884783638,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Backend Developer,Mobile app,Part-Time,Microsoft Teams,Agile,None,English,Education
TL07196,3.743587189208032,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Backend Developer,Mobile app,Full-Time,Slack,Waterfall,None,English,Healthcare
TL07197,-2.1124418161990306,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Web Development,Data Scientist,Open Source Contribution,Part-Time,Microsoft Teams,Agile,AWS Certified,Chinese,Technology
TL07198,-2.320639149588132,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Data Science,Frontend Developer,Cloud infrastructure,Part-Time,Microsoft Teams,Agile,None,Korean,Finance
TL07199,1.5930299616260521,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Data Science,Data Engineer,Cloud infrastructure,Mid-Term,Microsoft Teams,Agile,AWS Certified,Korean,Education
TL07200,7.840130190608697,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,Frontend Developer,Company Project,Short-Term,Slack,Waterfall,None,Korean,Education
TL07201,1.0718833523153943,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,DevOps,Open Source Contribution,Short-Term,Zoom,Agile,AWS Certified,English,Healthcare
TL07202,18.491891220746254,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development,Data Engineer,Cloud infrastructure,Long-Term,Slack,Agile,None,Chinese,Healthcare
TL07203,1.501670823002109,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",DevOps,DevOps,Mobile app,Part-Time,Microsoft Teams,Agile,PMP,Spanish,Finance
TL07204,9.305819922216692,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Backend Developer,Cloud infrastructure,Long-Term,Microsoft Teams,Agile,None,English,Healthcare
TL07205,17.248746452091435,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development,Data Scientist,Cloud infrastructure,Mid-Term,Slack,Waterfall,PMP,Korean,Finance
TL07206,8.666680489608513,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Backend Developer,Cloud infrastructure,Short-Term,Microsoft Teams,Waterfall,AWS Certified,Chinese,Education
TL07207,5.476159998982185,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Data Scientist,Company Project,Long-Term,Zoom,Agile,AWS Certified,Chinese,Education
TL07208,9.047617647080756,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Frontend Developer,Cloud infrastructure,Full-Time,Microsoft Teams,Agile,None,Korean,Healthcare
TL07209,4.093369132384619,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Data Science,Data Scientist,Company Project,Long-Term,Slack,Agile,None,Spanish,Finance
TL07210,1.0241556532871279,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,DevOps,Company Project,Short-Term,Microsoft Teams,Agile,PMP,English,Technology
TL07211,12.302932084221869,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Web Development,Backend Developer,E-commerce platform,Part-Time,Slack,Agile,AWS Certified,English,Education
TL07212,3.9439411920264975,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development,Frontend Developer,Cloud infrastructure,Full-Time,Microsoft Teams,Agile,None,English,Technology
TL07213,14.568081354511019,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Frontend Developer,Cloud infrastructure,Part-Time,Zoom,Waterfall,AWS Certified,Chinese,Education
TL07214,13.586026608994647,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Backend Developer,Mobile app,Freelancer,Slack,Waterfall,None,English,Education
TL07215,9.182583656108319,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Data Science,Backend Developer,E-commerce platform,Part-Time,Zoom,Waterfall,PMP,English,Healthcare
TL07216,14.806674821645316,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Data Science,Data Scientist,Cloud infrastructure,Full-Time,Slack,Waterfall,AWS Certified,Chinese,Healthcare
TL07217,4.216923821933137,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Frontend Developer,Cloud infrastructure,Mid-Term,Slack,Agile,PMP,Korean,Finance
TL07218,13.498747864377446,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Data Science,Frontend Developer,Cloud infrastructure,Full-Time,Microsoft Teams,Waterfall,AWS Certified,Spanish,Technology
TL07219,13.462370867840722,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,DevOps,Cloud infrastructure,Short-Term,Slack,Waterfall,None,Chinese,Healthcare
TL07220,5.91300714455479,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Data Scientist,E-commerce platform,Short-Term,Microsoft Teams,Waterfall,AWS Certified,Chinese,Finance
TL07221,5.016180713769436,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Data Engineer,Open Source Contribution,Freelancer,Zoom,Waterfall,None,Chinese,Finance
TL07222,10.319971369103992,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development,Frontend Developer,Open Source Contribution,Long-Term,Microsoft Teams,Agile,None,Spanish,Finance
TL07223,21.778398630383734,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Data Science,Data Engineer,Company Project,Long-Term,Microsoft Teams,Waterfall,PMP,Spanish,Education
TL07224,6.396630481736983,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Data Engineer,Cloud infrastructure,Full-Time,Slack,Waterfall,PMP,Korean,Education
TL07225,4.869016397800733,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Data Science,DevOps,E-commerce platform,Short-Term,Slack,Waterfall,PMP,English,Healthcare
TL07226,16.2572011167346,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Frontend Developer,Cloud infrastructure,Part-Time,Slack,Waterfall,AWS Certified,English,Healthcare
TL07227,8.496259368372726,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Data Science,Frontend Developer,Mobile app,Long-Term,Slack,Agile,None,Spanish,Healthcare
TL07228,14.073649994095017,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Web Development,DevOps,E-commerce platform,Mid-Term,Zoom,Agile,AWS Certified,Chinese,Healthcare
TL07229,18.32794870622802,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Data Scientist,Cloud infrastructure,Long-Term,Slack,Waterfall,PMP,Spanish,Healthcare
TL07230,-5.310455347354523,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Data Engineer,Cloud infrastructure,Short-Term,Zoom,Agile,None,English,Finance
TL07231,7.7573115935038865,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Backend Developer,Mobile app,Freelancer,Zoom,Waterfall,AWS Certified,English,Technology
TL07232,6.413628927207123,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development,DevOps,Mobile app,Freelancer,Zoom,Waterfall,AWS Certified,Chinese,Finance
TL07233,1.2931270863891013,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Backend Developer,E-commerce platform,Full-Time,Slack,Waterfall,AWS Certified,Spanish,Technology
TL07234,-5.3916128607288645,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Data Scientist,Mobile app,Long-Term,Zoom,Waterfall,PMP,Spanish,Technology
TL07235,-3.1048711841681893,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,DevOps,Mobile app,Short-Term,Slack,Agile,PMP,Spanish,Finance
TL07236,8.74955739911331,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Data Scientist,Cloud infrastructure,Short-Term,Zoom,Waterfall,None,Spanish,Technology
TL07237,4.286987794586786,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,DevOps,Cloud infrastructure,Long-Term,Microsoft Teams,Waterfall,AWS Certified,Chinese,Healthcare
TL07238,2.415032540220756,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Data Science,Frontend Developer,E-commerce platform,Full-Time,Slack,Waterfall,AWS Certified,Chinese,Healthcare
TL07239,8.680065129781601,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Backend Developer,Mobile app,Long-Term,Zoom,Agile,PMP,English,Finance
TL07240,3.181762043863804,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Backend Developer,Mobile app,Mid-Term,Zoom,Waterfall,AWS Certified,English,Finance
TL07241,17.038605126495924,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development,Data Engineer,Open Source Contribution,Short-Term,Microsoft Teams,Agile,AWS Certified,Chinese,Education
TL07242,3.6799024863713967,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,Data Engineer,E-commerce platform,Full-Time,Slack,Agile,AWS Certified,English,Technology
TL07243,18.54248031709833,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Data Science,Backend Developer,Mobile app,Full-Time,Slack,Waterfall,None,Spanish,Healthcare
TL07244,7.810184392180147,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Frontend Developer,Company Project,Full-Time,Microsoft Teams,Waterfall,PMP,Korean,Education
TL07245,3.4630993284414346,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Data Science,Backend Developer,Open Source Contribution,Full-Time,Microsoft Teams,Waterfall,PMP,Chinese,Education
TL07246,2.955156178575593,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Web Development,Backend Developer,E-commerce platform,Long-Term,Zoom,Agile,PMP,Korean,Technology
TL07247,18.601706328122678,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",DevOps,Data Engineer,E-commerce platform,Freelancer,Microsoft Teams,Agile,AWS Certified,English,Technology
TL07248,12.884006092663032,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Data Science,Data Scientist,E-commerce platform,Full-Time,Zoom,Agile,AWS Certified,English,Education
TL07249,2.711524185279261,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Backend Developer,E-commerce platform,Part-Time,Slack,Agile,None,Korean,Finance
TL07250,8.852367589745146,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Data Engineer,Company Project,Full-Time,Microsoft Teams,Waterfall,PMP,Korean,Finance
TL07251,-8.46760813513659,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Data Science,DevOps,Company Project,Short-Term,Zoom,Waterfall,PMP,English,Education
TL07252,-1.288164433212403,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Frontend Developer,E-commerce platform,Part-Time,Slack,Waterfall,AWS Certified,Spanish,Education
TL07253,2.7753412020113712,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development,Frontend Developer,Mobile app,Long-Term,Slack,Waterfall,None,Spanish,Healthcare
TL07254,2.6038817173536426,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Frontend Developer,Open Source Contribution,Part-Time,Zoom,Agile,None,Spanish,Technology
TL07255,16.499200853134045,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,DevOps,Open Source Contribution,Long-Term,Zoom,Agile,PMP,Spanish,Finance
TL07256,-5.360524572274878,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Frontend Developer,E-commerce platform,Part-Time,Microsoft Teams,Agile,None,English,Healthcare
TL07257,-1.960635963530656,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Data Science,Data Engineer,E-commerce platform,Freelancer,Slack,Agile,PMP,English,Education
TL07258,11.182322455918618,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development,Backend Developer,Mobile app,Full-Time,Slack,Agile,AWS Certified,Spanish,Finance
TL07259,9.629646744333616,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Data Engineer,Mobile app,Short-Term,Zoom,Waterfall,AWS Certified,Spanish,Education
TL07260,5.575036127453392,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",DevOps,Data Engineer,Mobile app,Freelancer,Microsoft Teams,Waterfall,None,Chinese,Finance
TL07261,22.36728333301263,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Data Science,Backend Developer,Company Project,Freelancer,Microsoft Teams,Agile,AWS Certified,Spanish,Education
TL07262,12.335791600412588,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Data Scientist,Open Source Contribution,Full-Time,Microsoft Teams,Waterfall,AWS Certified,Chinese,Education
TL07263,16.56777449588472,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,Data Engineer,Cloud infrastructure,Freelancer,Slack,Waterfall,AWS Certified,Chinese,Healthcare
TL07264,7.664897625373446,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Data Science,Backend Developer,Cloud infrastructure,Short-Term,Zoom,Agile,PMP,Chinese,Technology
TL07265,4.2202586621483515,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Frontend Developer,E-commerce platform,Full-Time,Zoom,Waterfall,None,English,Finance
TL07266,4.300315649828938,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Data Engineer,Company Project,Long-Term,Zoom,Waterfall,PMP,English,Finance
TL07267,14.504552064968948,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Frontend Developer,Cloud infrastructure,Short-Term,Zoom,Waterfall,AWS Certified,Chinese,Healthcare
TL07268,13.42165610182498,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Frontend Developer,Company Project,Long-Term,Slack,Waterfall,AWS Certified,Spanish,Healthcare
TL07269,6.491888071284789,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,Data Scientist,E-commerce platform,Freelancer,Slack,Waterfall,PMP,English,Education
TL07270,11.316461165838996,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Data Engineer,Mobile app,Mid-Term,Zoom,Agile,AWS Certified,Korean,Healthcare
TL07271,14.748881100739364,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Data Science,Data Engineer,Cloud infrastructure,Long-Term,Slack,Agile,AWS Certified,Chinese,Education
TL07272,4.078026958022375,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,DevOps,Mobile app,Mid-Term,Slack,Waterfall,AWS Certified,Spanish,Technology
TL07273,5.6196010979548845,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Backend Developer,Mobile app,Part-Time,Zoom,Waterfall,PMP,English,Healthcare
TL07274,11.142101042954184,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Data Scientist,Company Project,Mid-Term,Zoom,Waterfall,None,Chinese,Education
TL07275,-4.4830713407052585,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development,Frontend Developer,Mobile app,Part-Time,Slack,Agile,PMP,Chinese,Finance
TL07276,11.274576803951001,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Data Science,Data Engineer,Cloud infrastructure,Long-Term,Microsoft Teams,Waterfall,AWS Certified,Chinese,Technology
TL07277,0.15569564522511126,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,DevOps,Company Project,Part-Time,Slack,Waterfall,None,Spanish,Healthcare
TL07278,14.602334165980007,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Backend Developer,Cloud infrastructure,Part-Time,Microsoft Teams,Waterfall,AWS Certified,Chinese,Education
TL07279,23.033419571928157,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Backend Developer,Cloud infrastructure,Long-Term,Microsoft Teams,Waterfall,AWS Certified,English,Finance
TL07280,3.1466624617894565,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",DevOps,DevOps,Mobile app,Mid-Term,Microsoft Teams,Waterfall,PMP,Korean,Technology
TL07281,-1.41426334292,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",DevOps,Backend Developer,E-commerce platform,Long-Term,Slack,Agile,AWS Certified,Chinese,Healthcare
TL07282,6.7624048607770755,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Data Scientist,Open Source Contribution,Freelancer,Zoom,Waterfall,AWS Certified,Spanish,Healthcare
TL07283,6.165784266176947,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Data Engineer,E-commerce platform,Mid-Term,Microsoft Teams,Agile,None,English,Healthcare
TL07284,12.63858370166285,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Data Engineer,Cloud infrastructure,Full-Time,Zoom,Agile,AWS Certified,Spanish,Technology
TL07285,9.656132549891757,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",DevOps,DevOps,Mobile app,Long-Term,Zoom,Waterfall,None,English,Technology
TL07286,5.948595635444178,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Data Engineer,E-commerce platform,Full-Time,Slack,Agile,None,English,Healthcare
TL07287,8.65340610491486,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Frontend Developer,Cloud infrastructure,Short-Term,Slack,Agile,AWS Certified,Spanish,Education
TL07288,0.1759437342136545,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Data Science,Backend Developer,E-commerce platform,Full-Time,Slack,Agile,AWS Certified,English,Technology
TL07289,13.81636898624415,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Data Science,DevOps,E-commerce platform,Mid-Term,Zoom,Agile,AWS Certified,Chinese,Healthcare
TL07290,19.329852449915826,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,DevOps,Open Source Contribution,Freelancer,Slack,Agile,PMP,Korean,Finance
TL07291,-0.35142905545283654,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",DevOps,Frontend Developer,E-commerce platform,Full-Time,Microsoft Teams,Waterfall,PMP,Chinese,Finance
TL07292,-3.0192750985551946,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Data Science,Data Engineer,Cloud infrastructure,Long-Term,Slack,Agile,AWS Certified,Spanish,Education
TL07293,5.209326333244469,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Data Science,Data Scientist,Open Source Contribution,Short-Term,Zoom,Agile,None,Chinese,Healthcare
TL07294,-0.5183081839427555,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Data Science,Backend Developer,Mobile app,Freelancer,Microsoft Teams,Agile,PMP,Spanish,Education
TL07295,-0.901001442276236,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Data Science,DevOps,Mobile app,Freelancer,Zoom,Waterfall,None,Spanish,Finance
TL07296,-1.780372763508673,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,DevOps,E-commerce platform,Part-Time,Slack,Agile,AWS Certified,English,Finance
TL07297,6.666682868542221,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",DevOps,DevOps,Company Project,Mid-Term,Slack,Waterfall,AWS Certified,English,Education
TL07298,5.144079619185505,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development,Backend Developer,Open Source Contribution,Full-Time,Slack,Waterfall,None,Korean,Healthcare
TL07299,10.629136045238075,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Data Engineer,Cloud infrastructure,Part-Time,Slack,Waterfall,AWS Certified,Chinese,Healthcare
TL07300,4.084424971268934,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",DevOps,Data Engineer,Mobile app,Mid-Term,Microsoft Teams,Waterfall,AWS Certified,Chinese,Finance
TL07301,-0.4845638794784932,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Data Engineer,Open Source Contribution,Long-Term,Microsoft Teams,Agile,AWS Certified,Korean,Technology
TL07302,7.901984797603875,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Data Science,Data Scientist,Cloud infrastructure,Long-Term,Slack,Waterfall,AWS Certified,English,Finance
TL07303,0.6204943313928695,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,DevOps,Company Project,Long-Term,Slack,Agile,None,Spanish,Education
TL07304,11.600172375257022,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",DevOps,Frontend Developer,Cloud infrastructure,Full-Time,Slack,Agile,PMP,Chinese,Healthcare
TL07305,-3.6272105082536488,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development,Data Engineer,Company Project,Long-Term,Zoom,Agile,AWS Certified,Chinese,Technology
TL07306,-7.112958647570384,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Web Development,Frontend Developer,Cloud infrastructure,Full-Time,Slack,Waterfall,PMP,English,Healthcare
TL07307,-3.2326136971655632,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,Data Scientist,Open Source Contribution,Full-Time,Microsoft Teams,Waterfall,None,Spanish,Technology
TL07308,5.095868640558445,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development,Data Engineer,Cloud infrastructure,Freelancer,Zoom,Agile,AWS Certified,Spanish,Healthcare
TL07309,6.012908345132036,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Frontend Developer,Open Source Contribution,Short-Term,Slack,Agile,None,English,Healthcare
TL07310,8.977248801676419,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Data Engineer,Open Source Contribution,Freelancer,Microsoft Teams,Agile,AWS Certified,Chinese,Technology
TL07311,4.0726244220100085,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Web Development,Frontend Developer,Open Source Contribution,Mid-Term,Slack,Agile,None,English,Technology
TL07312,2.102750292398323,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",DevOps,Data Engineer,Cloud infrastructure,Short-Term,Zoom,Agile,PMP,English,Finance
